
# Surface 0 of 1 surfaces

# Curve title: ""landscape.tsv" matrix using 1:2:3"

# IsoCurve 0, 150 points
# x y z type
 0  149 -0.000305084 i
 1  149 -0.000307201 i
 2  149 -0.000309204 i
 3  149 -0.000311082 i
 4  149 -0.000312822 i
 5  149 -0.00031441 i
 6  149 -0.000315833 i
 7  149 -0.000317075 i
 8  149 -0.000318123 i
 9  149 -0.000318962 i
 10  149 -0.000319582 i
 11  149 -0.000319973 i
 12  149 -0.000320128 i
 13  149 -0.000320047 i
 14  149 -0.000319732 i
 15  149 -0.000319193 i
 16  149 -0.000318444 i
 17  149 -0.000317508 i
 18  149 -0.000316412 i
 19  149 -0.000315192 i
 20  149 -0.000313886 i
 21  149 -0.00031254 i
 22  149 -0.000311199 i
 23  149 -0.000309913 i
 24  149 -0.000308728 i
 25  149 -0.000307689 i
 26  149 -0.000306835 i
 27  149 -0.000306201 i
 28  149 -0.00030581 i
 29  149 -0.000305678 i
 30  149 -0.00030581 i
 31  149 -0.000306201 i
 32  149 -0.000306835 i
 33  149 -0.000307689 i
 34  149 -0.000308728 i
 35  149 -0.000309913 i
 36  149 -0.000311199 i
 37  149 -0.00031254 i
 38  149 -0.000313886 i
 39  149 -0.000315192 i
 40  149 -0.000316412 i
 41  149 -0.000317508 i
 42  149 -0.000318444 i
 43  149 -0.000319193 i
 44  149 -0.000319732 i
 45  149 -0.000320047 i
 46  149 -0.000320128 i
 47  149 -0.000319973 i
 48  149 -0.000319582 i
 49  149 -0.000318962 i
 50  149 -0.000318123 i
 51  149 -0.000317075 i
 52  149 -0.000315833 i
 53  149 -0.00031441 i
 54  149 -0.000312822 i
 55  149 -0.000311082 i
 56  149 -0.000309204 i
 57  149 -0.000307201 i
 58  149 -0.000305084 i
 59  149 -0.000302864 i
 60  149 -0.00030055 i
 61  149 -0.000298151 i
 62  149 -0.000295673 i
 63  149 -0.000293122 i
 64  149 -0.000290504 i
 65  149 -0.000287824 i
 66  149 -0.000285084 i
 67  149 -0.000282289 i
 68  149 -0.000279442 i
 69  149 -0.000276545 i
 70  149 -0.000273599 i
 71  149 -0.000270607 i
 72  149 -0.000267571 i
 73  149 -0.000264491 i
 74  149 -0.000261367 i
 75  149 -0.000258199 i
 76  149 -0.000254988 i
 77  149 -0.00025173 i
 78  149 -0.000248425 i
 79  149 -0.000245067 i
 80  149 -0.000241654 i
 81  149 -0.00023818 i
 82  149 -0.000234636 i
 83  149 -0.000231017 i
 84  149 -0.000227311 i
 85  149 -0.00022351 i
 86  149 -0.000219601 i
 87  149 -0.000215575 i
 88  149 -0.000211419 i
 89  149 -0.000207124 i
 90  149 -0.000202682 i
 91  149 -0.000198085 i
 92  149 -0.00019333 i
 93  149 -0.00018842 i
 94  149 -0.00018336 i
 95  149 -0.000178162 i
 96  149 -0.000172843 i
 97  149 -0.000167428 i
 98  149 -0.000161948 i
 99  149 -0.000156439 i
 100  149 -0.000150944 i
 101  149 -0.000145509 i
 102  149 -0.000140182 i
 103  149 -0.000135015 i
 104  149 -0.000130056 i
 105  149 -0.000125351 i
 106  149 -0.000120942 i
 107  149 -0.000116864 i
 108  149 -0.000113142 i
 109  149 -0.000109794 i
 110  149 -0.000106826 i
 111  149 -0.000104234 i
 112  149 -0.000102004 i
 113  149 -0.000100111 i
 114  149 -9.85234e-05 i
 115  149 -9.72022e-05 i
 116  149 -9.61035e-05 i
 117  149 -9.51803e-05 i
 118  149 -9.43849e-05 i
 119  149 -9.36707e-05 i
 120  149 -9.29937e-05 i
 121  149 -9.23142e-05 i
 122  149 -9.15975e-05 i
 123  149 -9.08154e-05 i
 124  149 -8.99457e-05 i
 125  149 -8.89728e-05 i
 126  149 -8.78872e-05 i
 127  149 -8.66852e-05 i
 128  149 -8.53678e-05 i
 129  149 -8.39402e-05 i
 130  149 -8.24109e-05 i
 131  149 -8.07905e-05 i
 132  149 -7.90916e-05 i
 133  149 -7.73271e-05 i
 134  149 -7.55104e-05 i
 135  149 -7.36545e-05 i
 136  149 -7.17716e-05 i
 137  149 -6.98728e-05 i
 138  149 -6.79683e-05 i
 139  149 -6.60669e-05 i
 140  149 -6.41761e-05 i
 141  149 -6.23024e-05 i
 142  149 -6.04509e-05 i
 143  149 -5.86259e-05 i
 144  149 -5.68307e-05 i
 145  149 -5.5068e-05 i
 146  149 -5.33396e-05 i
 147  149 -5.1647e-05 i
 148  149 -4.9991e-05 i
 149  149 -4.83725e-05 i

# IsoCurve 1, 150 points
# x y z type
 0  148 -0.000320709 i
 1  148 -0.000322887 i
 2  148 -0.000324931 i
 3  148 -0.000326827 i
 4  148 -0.000328557 i
 5  148 -0.000330105 i
 6  148 -0.00033145 i
 7  148 -0.000332574 i
 8  148 -0.000333458 i
 9  148 -0.000334085 i
 10  148 -0.000334439 i
 11  148 -0.000334507 i
 12  148 -0.000334283 i
 13  148 -0.000333763 i
 14  148 -0.000332954 i
 15  148 -0.000331866 i
 16  148 -0.000330521 i
 17  148 -0.000328948 i
 18  148 -0.000327186 i
 19  148 -0.000325281 i
 20  148 -0.000323286 i
 21  148 -0.000321261 i
 22  148 -0.00031927 i
 23  148 -0.000317376 i
 24  148 -0.000315644 i
 25  148 -0.000314133 i
 26  148 -0.000312897 i
 27  148 -0.00031198 i
 28  148 -0.000311417 i
 29  148 -0.000311226 i
 30  148 -0.000311417 i
 31  148 -0.00031198 i
 32  148 -0.000312897 i
 33  148 -0.000314133 i
 34  148 -0.000315644 i
 35  148 -0.000317376 i
 36  148 -0.00031927 i
 37  148 -0.000321261 i
 38  148 -0.000323286 i
 39  148 -0.000325281 i
 40  148 -0.000327186 i
 41  148 -0.000328948 i
 42  148 -0.000330521 i
 43  148 -0.000331866 i
 44  148 -0.000332954 i
 45  148 -0.000333763 i
 46  148 -0.000334283 i
 47  148 -0.000334507 i
 48  148 -0.000334439 i
 49  148 -0.000334085 i
 50  148 -0.000333458 i
 51  148 -0.000332574 i
 52  148 -0.00033145 i
 53  148 -0.000330105 i
 54  148 -0.000328557 i
 55  148 -0.000326827 i
 56  148 -0.000324931 i
 57  148 -0.000322887 i
 58  148 -0.000320709 i
 59  148 -0.000318411 i
 60  148 -0.000316005 i
 61  148 -0.000313502 i
 62  148 -0.00031091 i
 63  148 -0.000308237 i
 64  148 -0.000305491 i
 65  148 -0.000302676 i
 66  148 -0.000299796 i
 67  148 -0.000296857 i
 68  148 -0.000293862 i
 69  148 -0.000290813 i
 70  148 -0.000287712 i
 71  148 -0.000284562 i
 72  148 -0.000281363 i
 73  148 -0.000278116 i
 74  148 -0.000274822 i
 75  148 -0.00027148 i
 76  148 -0.000268087 i
 77  148 -0.000264642 i
 78  148 -0.000261141 i
 79  148 -0.000257578 i
 80  148 -0.000253948 i
 81  148 -0.000250241 i
 82  148 -0.000246448 i
 83  148 -0.000242558 i
 84  148 -0.000238557 i
 85  148 -0.000234432 i
 86  148 -0.000230166 i
 87  148 -0.000225746 i
 88  148 -0.000221154 i
 89  148 -0.000216378 i
 90  148 -0.000211404 i
 91  148 -0.000206224 i
 92  148 -0.000200833 i
 93  148 -0.000195232 i
 94  148 -0.000189429 i
 95  148 -0.000183439 i
 96  148 -0.000177286 i
 97  148 -0.000171001 i
 98  148 -0.000164625 i
 99  148 -0.000158209 i
 100  148 -0.000151806 i
 101  148 -0.00014548 i
 102  148 -0.000139295 i
 103  148 -0.000133319 i
 104  148 -0.000127617 i
 105  148 -0.00012225 i
 106  148 -0.000117274 i
 107  148 -0.000112736 i
 108  148 -0.000108669 i
 109  148 -0.000105097 i
 110  148 -0.000102028 i
 111  148 -9.94545e-05 i
 112  148 -9.73586e-05 i
 113  148 -9.57073e-05 i
 114  148 -9.44568e-05 i
 115  148 -9.35546e-05 i
 116  148 -9.29414e-05 i
 117  148 -9.25539e-05 i
 118  148 -9.2328e-05 i
 119  148 -9.22005e-05 i
 120  148 -9.21123e-05 i
 121  148 -9.20097e-05 i
 122  148 -9.18463e-05 i
 123  148 -9.15836e-05 i
 124  148 -9.11918e-05 i
 125  148 -9.06499e-05 i
 126  148 -8.9945e-05 i
 127  148 -8.90719e-05 i
 128  148 -8.80318e-05 i
 129  148 -8.68316e-05 i
 130  148 -8.54827e-05 i
 131  148 -8.39994e-05 i
 132  148 -8.23983e-05 i
 133  148 -8.06969e-05 i
 134  148 -7.8913e-05 i
 135  148 -7.70641e-05 i
 136  148 -7.51665e-05 i
 137  148 -7.32354e-05 i
 138  148 -7.12842e-05 i
 139  148 -6.93248e-05 i
 140  148 -6.73674e-05 i
 141  148 -6.54206e-05 i
 142  148 -6.34915e-05 i
 143  148 -6.15859e-05 i
 144  148 -5.97082e-05 i
 145  148 -5.78621e-05 i
 146  148 -5.60501e-05 i
 147  148 -5.42744e-05 i
 148  148 -5.25363e-05 i
 149  148 -5.08367e-05 i

# IsoCurve 2, 150 points
# x y z type
 0  147 -0.000336878 i
 1  147 -0.000339104 i
 2  147 -0.000341172 i
 3  147 -0.000343063 i
 4  147 -0.000344753 i
 5  147 -0.00034622 i
 6  147 -0.000347439 i
 7  147 -0.000348386 i
 8  147 -0.000349035 i
 9  147 -0.000349364 i
 10  147 -0.000349352 i
 11  147 -0.000348983 i
 12  147 -0.000348248 i
 13  147 -0.000347145 i
 14  147 -0.000345678 i
 15  147 -0.000343866 i
 16  147 -0.000341736 i
 17  147 -0.000339327 i
 18  147 -0.000336691 i
 19  147 -0.00033389 i
 20  147 -0.000330994 i
 21  147 -0.000328084 i
 22  147 -0.000325243 i
 23  147 -0.000322557 i
 24  147 -0.000320112 i
 25  147 -0.000317987 i
 26  147 -0.000316253 i
 27  147 -0.00031497 i
 28  147 -0.000314181 i
 29  147 -0.000313915 i
 30  147 -0.000314181 i
 31  147 -0.00031497 i
 32  147 -0.000316253 i
 33  147 -0.000317987 i
 34  147 -0.000320112 i
 35  147 -0.000322557 i
 36  147 -0.000325243 i
 37  147 -0.000328084 i
 38  147 -0.000330994 i
 39  147 -0.00033389 i
 40  147 -0.000336691 i
 41  147 -0.000339327 i
 42  147 -0.000341736 i
 43  147 -0.000343866 i
 44  147 -0.000345678 i
 45  147 -0.000347145 i
 46  147 -0.000348248 i
 47  147 -0.000348983 i
 48  147 -0.000349352 i
 49  147 -0.000349364 i
 50  147 -0.000349035 i
 51  147 -0.000348386 i
 52  147 -0.000347439 i
 53  147 -0.00034622 i
 54  147 -0.000344753 i
 55  147 -0.000343063 i
 56  147 -0.000341172 i
 57  147 -0.000339104 i
 58  147 -0.000336878 i
 59  147 -0.00033451 i
 60  147 -0.000332018 i
 61  147 -0.000329414 i
 62  147 -0.000326709 i
 63  147 -0.000323914 i
 64  147 -0.000321036 i
 65  147 -0.000318083 i
 66  147 -0.00031506 i
 67  147 -0.000311972 i
 68  147 -0.000308823 i
 69  147 -0.000305617 i
 70  147 -0.000302355 i
 71  147 -0.000299039 i
 72  147 -0.000295671 i
 73  147 -0.000292251 i
 74  147 -0.000288778 i
 75  147 -0.000285251 i
 76  147 -0.000281667 i
 77  147 -0.000278023 i
 78  147 -0.000274311 i
 79  147 -0.000270526 i
 80  147 -0.000266658 i
 81  147 -0.000262695 i
 82  147 -0.000258624 i
 83  147 -0.000254428 i
 84  147 -0.000250091 i
 85  147 -0.000245592 i
 86  147 -0.000240911 i
 87  147 -0.000236026 i
 88  147 -0.000230917 i
 89  147 -0.000225563 i
 90  147 -0.000219949 i
 91  147 -0.000214061 i
 92  147 -0.000207893 i
 93  147 -0.000201446 i
 94  147 -0.000194729 i
 95  147 -0.000187762 i
 96  147 -0.000180576 i
 97  147 -0.000173212 i
 98  147 -0.000165726 i
 99  147 -0.000158181 i
 100  147 -0.000150651 i
 101  147 -0.000143219 i
 102  147 -0.000135969 i
 103  147 -0.000128992 i
 104  147 -0.000122374 i
 105  147 -0.000116196 i
 106  147 -0.000110531 i
 107  147 -0.000105441 i
 108  147 -0.000100971 i
 109  147 -9.71508e-05 i
 110  147 -9.39909e-05 i
 111  147 -9.14832e-05 i
 112  147 -8.96012e-05 i
 113  147 -8.83014e-05 i
 114  147 -8.75255e-05 i
 115  147 -8.72031e-05 i
 116  147 -8.72551e-05 i
 117  147 -8.75973e-05 i
 118  147 -8.81439e-05 i
 119  147 -8.88109e-05 i
 120  147 -8.95194e-05 i
 121  147 -9.01978e-05 i
 122  147 -9.0784e-05 i
 123  147 -9.1227e-05 i
 124  147 -9.14868e-05 i
 125  147 -9.15354e-05 i
 126  147 -9.13553e-05 i
 127  147 -9.09396e-05 i
 128  147 -9.029e-05 i
 129  147 -8.94154e-05 i
 130  147 -8.83308e-05 i
 131  147 -8.70552e-05 i
 132  147 -8.56106e-05 i
 133  147 -8.40203e-05 i
 134  147 -8.2308e-05 i
 135  147 -8.04967e-05 i
 136  147 -7.86083e-05 i
 137  147 -7.66629e-05 i
 138  147 -7.46783e-05 i
 139  147 -7.26705e-05 i
 140  147 -7.0653e-05 i
 141  147 -6.86372e-05 i
 142  147 -6.66327e-05 i
 143  147 -6.46472e-05 i
 144  147 -6.26867e-05 i
 145  147 -6.0756e-05 i
 146  147 -5.88589e-05 i
 147  147 -5.6998e-05 i
 148  147 -5.51752e-05 i
 149  147 -5.33921e-05 i

# IsoCurve 3, 150 points
# x y z type
 0  146 -0.000353588 i
 1  146 -0.000355846 i
 2  146 -0.000357916 i
 3  146 -0.00035977 i
 4  146 -0.000361382 i
 5  146 -0.00036272 i
 6  146 -0.000363753 i
 7  146 -0.000364449 i
 8  146 -0.000364774 i
 9  146 -0.0003647 i
 10  146 -0.0003642 i
 11  146 -0.000363253 i
 12  146 -0.000361846 i
 13  146 -0.000359978 i
 14  146 -0.000357656 i
 15  146 -0.000354902 i
 16  146 -0.000351755 i
 17  146 -0.000348265 i
 18  146 -0.0003445 i
 19  146 -0.000340542 i
 20  146 -0.000336486 i
 21  146 -0.000332435 i
 22  146 -0.000328501 i
 23  146 -0.000324798 i
 24  146 -0.000321436 i
 25  146 -0.000318522 i
 26  146 -0.000316148 i
 27  146 -0.000314394 i
 28  146 -0.000313317 i
 29  146 -0.000312954 i
 30  146 -0.000313317 i
 31  146 -0.000314394 i
 32  146 -0.000316148 i
 33  146 -0.000318522 i
 34  146 -0.000321436 i
 35  146 -0.000324798 i
 36  146 -0.000328501 i
 37  146 -0.000332435 i
 38  146 -0.000336486 i
 39  146 -0.000340542 i
 40  146 -0.0003445 i
 41  146 -0.000348265 i
 42  146 -0.000351755 i
 43  146 -0.000354902 i
 44  146 -0.000357656 i
 45  146 -0.000359978 i
 46  146 -0.000361846 i
 47  146 -0.000363253 i
 48  146 -0.0003642 i
 49  146 -0.0003647 i
 50  146 -0.000364774 i
 51  146 -0.000364449 i
 52  146 -0.000363753 i
 53  146 -0.00036272 i
 54  146 -0.000361382 i
 55  146 -0.00035977 i
 56  146 -0.000357916 i
 57  146 -0.000355846 i
 58  146 -0.000353588 i
 59  146 -0.000351163 i
 60  146 -0.000348591 i
 61  146 -0.00034589 i
 62  146 -0.000343075 i
 63  146 -0.000340157 i
 64  146 -0.000337146 i
 65  146 -0.000334053 i
 66  146 -0.000330882 i
 67  146 -0.000327641 i
 68  146 -0.000324334 i
 69  146 -0.000320965 i
 70  146 -0.000317535 i
 71  146 -0.000314048 i
 72  146 -0.000310503 i
 73  146 -0.000306901 i
 74  146 -0.00030324 i
 75  146 -0.000299519 i
 76  146 -0.000295732 i
 77  146 -0.000291873 i
 78  146 -0.000287936 i
 79  146 -0.00028391 i
 80  146 -0.000279781 i
 81  146 -0.000275533 i
 82  146 -0.00027115 i
 83  146 -0.000266608 i
 84  146 -0.000261885 i
 85  146 -0.000256953 i
 86  146 -0.000251785 i
 87  146 -0.000246352 i
 88  146 -0.000240625 i
 89  146 -0.000234579 i
 90  146 -0.000228191 i
 91  146 -0.000221444 i
 92  146 -0.000214328 i
 93  146 -0.000206844 i
 94  146 -0.000199005 i
 95  146 -0.000190835 i
 96  146 -0.000182374 i
 97  146 -0.000173678 i
 98  146 -0.000164817 i
 99  146 -0.000155876 i
 100  146 -0.00014695 i
 101  146 -0.000138149 i
 102  146 -0.000129584 i
 103  146 -0.000121371 i
 104  146 -0.000113626 i
 105  146 -0.000106454 i
 106  146 -9.99515e-05 i
 107  146 -9.41983e-05 i
 108  146 -8.92547e-05 i
 109  146 -8.51587e-05 i
 110  146 -8.19239e-05 i
 111  146 -7.95394e-05 i
 112  146 -7.797e-05 i
 113  146 -7.71581e-05 i
 114  146 -7.70266e-05 i
 115  146 -7.74825e-05 i
 116  146 -7.84216e-05 i
 117  146 -7.97325e-05 i
 118  146 -8.13021e-05 i
 119  146 -8.30197e-05 i
 120  146 -8.47811e-05 i
 121  146 -8.64917e-05 i
 122  146 -8.807e-05 i
 123  146 -8.94481e-05 i
 124  146 -9.05736e-05 i
 125  146 -9.14092e-05 i
 126  146 -9.19321e-05 i
 127  146 -9.21328e-05 i
 128  146 -9.20133e-05 i
 129  146 -9.15856e-05 i
 130  146 -9.08692e-05 i
 131  146 -8.98891e-05 i
 132  146 -8.8674e-05 i
 133  146 -8.72548e-05 i
 134  146 -8.56624e-05 i
 135  146 -8.39273e-05 i
 136  146 -8.20781e-05 i
 137  146 -8.01414e-05 i
 138  146 -7.81408e-05 i
 139  146 -7.6097e-05 i
 140  146 -7.40282e-05 i
 141  146 -7.19492e-05 i
 142  146 -6.98727e-05 i
 143  146 -6.78089e-05 i
 144  146 -6.5766e-05 i
 145  146 -6.37502e-05 i
 146  146 -6.17665e-05 i
 147  146 -5.98185e-05 i
 148  146 -5.7909e-05 i
 149  146 -5.60397e-05 i

# IsoCurve 4, 150 points
# x y z type
 0  145 -0.000370834 i
 1  145 -0.000373103 i
 2  145 -0.000375145 i
 3  145 -0.000376927 i
 4  145 -0.000378413 i
 5  145 -0.000379562 i
 6  145 -0.000380335 i
 7  145 -0.00038069 i
 8  145 -0.000380584 i
 9  145 -0.000379979 i
 10  145 -0.000378841 i
 11  145 -0.000377144 i
 12  145 -0.000374871 i
 13  145 -0.000372019 i
 14  145 -0.0003686 i
 15  145 -0.000364643 i
 16  145 -0.000360196 i
 17  145 -0.000355327 i
 18  145 -0.000350125 i
 19  145 -0.000344696 i
 20  145 -0.000339164 i
 21  145 -0.000333665 i
 22  145 -0.000328343 i
 23  145 -0.000323347 i
 24  145 -0.000318823 i
 25  145 -0.000314908 i
 26  145 -0.000311723 i
 27  145 -0.000309371 i
 28  145 -0.000307928 i
 29  145 -0.000307442 i
 30  145 -0.000307928 i
 31  145 -0.000309371 i
 32  145 -0.000311723 i
 33  145 -0.000314908 i
 34  145 -0.000318823 i
 35  145 -0.000323347 i
 36  145 -0.000328343 i
 37  145 -0.000333665 i
 38  145 -0.000339164 i
 39  145 -0.000344696 i
 40  145 -0.000350125 i
 41  145 -0.000355327 i
 42  145 -0.000360196 i
 43  145 -0.000364643 i
 44  145 -0.0003686 i
 45  145 -0.000372019 i
 46  145 -0.000374871 i
 47  145 -0.000377144 i
 48  145 -0.000378841 i
 49  145 -0.000379979 i
 50  145 -0.000380584 i
 51  145 -0.00038069 i
 52  145 -0.000380335 i
 53  145 -0.000379562 i
 54  145 -0.000378413 i
 55  145 -0.000376927 i
 56  145 -0.000375145 i
 57  145 -0.000373103 i
 58  145 -0.000370834 i
 59  145 -0.000368366 i
 60  145 -0.000365726 i
 61  145 -0.000362935 i
 62  145 -0.000360012 i
 63  145 -0.000356972 i
 64  145 -0.000353828 i
 65  145 -0.000350591 i
 66  145 -0.00034727 i
 67  145 -0.000343872 i
 68  145 -0.000340401 i
 69  145 -0.000336863 i
 70  145 -0.000333259 i
 71  145 -0.000329593 i
 72  145 -0.000325864 i
 73  145 -0.000322071 i
 74  145 -0.000318213 i
 75  145 -0.000314286 i
 76  145 -0.000310283 i
 77  145 -0.000306196 i
 78  145 -0.000302015 i
 79  145 -0.000297725 i
 80  145 -0.000293308 i
 81  145 -0.000288745 i
 82  145 -0.000284009 i
 83  145 -0.000279073 i
 84  145 -0.000273905 i
 85  145 -0.000268469 i
 86  145 -0.000262729 i
 87  145 -0.000256647 i
 88  145 -0.000250184 i
 89  145 -0.000243308 i
 90  145 -0.000235986 i
 91  145 -0.000228198 i
 92  145 -0.000219929 i
 93  145 -0.00021118 i
 94  145 -0.000201967 i
 95  145 -0.000192322 i
 96  145 -0.000182296 i
 97  145 -0.000171961 i
 98  145 -0.000161408 i
 99  145 -0.000150746 i
 100  145 -0.000140102 i
 101  145 -0.000129614 i
 102  145 -0.00011943 i
 103  145 -0.000109701 i
 104  145 -0.000100574 i
 105  145 -9.21892e-05 i
 106  145 -8.46701e-05 i
 107  145 -7.81208e-05 i
 108  145 -7.26194e-05 i
 109  145 -6.8215e-05 i
 110  145 -6.49252e-05 i
 111  145 -6.27353e-05 i
 112  145 -6.15992e-05 i
 113  145 -6.14413e-05 i
 114  145 -6.21609e-05 i
 115  145 -6.36366e-05 i
 116  145 -6.57321e-05 i
 117  145 -6.83023e-05 i
 118  145 -7.11992e-05 i
 119  145 -7.42783e-05 i
 120  145 -7.74036e-05 i
 121  145 -8.04518e-05 i
 122  145 -8.33162e-05 i
 123  145 -8.59083e-05 i
 124  145 -8.81596e-05 i
 125  145 -9.00213e-05 i
 126  145 -9.14635e-05 i
 127  145 -9.24737e-05 i
 128  145 -9.30546e-05 i
 129  145 -9.32216e-05 i
 130  145 -9.3e-05 i
 131  145 -9.24223e-05 i
 132  145 -9.1526e-05 i
 133  145 -9.03512e-05 i
 134  145 -8.89382e-05 i
 135  145 -8.73267e-05 i
 136  145 -8.55541e-05 i
 137  145 -8.36548e-05 i
 138  145 -8.16597e-05 i
 139  145 -7.9596e-05 i
 140  145 -7.74871e-05 i
 141  145 -7.53527e-05 i
 142  145 -7.32092e-05 i
 143  145 -7.107e-05 i
 144  145 -6.89456e-05 i
 145  145 -6.68446e-05 i
 146  145 -6.47733e-05 i
 147  145 -6.27367e-05 i
 148  145 -6.07383e-05 i
 149  145 -5.87807e-05 i

# IsoCurve 5, 150 points
# x y z type
 0  144 -0.000388608 i
 1  144 -0.000390862 i
 2  144 -0.000392842 i
 3  144 -0.000394507 i
 4  144 -0.000395808 i
 5  144 -0.000396698 i
 6  144 -0.000397122 i
 7  144 -0.000397027 i
 8  144 -0.00039636 i
 9  144 -0.000395071 i
 10  144 -0.000393117 i
 11  144 -0.000390464 i
 12  144 -0.000387091 i
 13  144 -0.000382995 i
 14  144 -0.00037819 i
 15  144 -0.000372715 i
 16  144 -0.000366632 i
 17  144 -0.00036003 i
 18  144 -0.000353022 i
 19  144 -0.000345746 i
 20  144 -0.000338363 i
 21  144 -0.000331046 i
 22  144 -0.000323985 i
 23  144 -0.000317369 i
 24  144 -0.000311388 i
 25  144 -0.000306219 i
 26  144 -0.000302018 i
 27  144 -0.000298917 i
 28  144 -0.000297016 i
